Timestamp,Płeć ,Wiek,Kierunek studiów,Rok studiów,Jak często uprawiasz aktywność fizyczną?,Czy aktualnie stosujesz suplementy diety?  ,Jak często stosujesz suplementy?,Od jak dawna stosujesz suplementy?,Jakie suplementy stosujesz? (możesz wybrać więcej odpowiedzi),Czy zdarza Ci się przyjmować większą dawkę suplementu niż ta zalecana przez producenta na opakowaniu (np. dwie tabletki zamiast jednej)?  ,"Jeśli stosujesz więcej niż jeden preparat jednocześnie, czy sprawdzasz, czy ich składniki się nie powielają (np. czy witamina D nie znajduje się zarówno w multiwitaminie, jak i w osobnym preparacie)?  ","Czy decyzję o suplementacji konkretnego składnika (np. żelaza, witaminy D, magnezu) poprzedziłeś/aś wykonaniem badań krwi w celu stwierdzenia niedoboru?  ",Czy konsultujesz suplementację ze specjalistą?  ,Dlaczego stosujesz suplementy? (możesz wybrać więcej odpowiedzi),Skąd czerpiesz informacje o suplementach?,"Jak oceniasz swoją ogólną wiedzę o suplementach diety? Skala 1–5 (1 – bardzo niska, 5 – bardzo wysoka)",Jak oceniasz swoją wiedzę na temat bezpieczeństwa suplementacji? Skala 1–5,Jak oceniasz swoją wiedzę na temat interakcji suplementów z lekami?,Suplement diety to:,Czy suplementy muszą przechodzić badania kliniczne przed wprowadzeniem na rynek?,Nadmierne spożycie witaminy D może prowadzić do:,Kto odpowiada za bezpieczeństwo suplementów diety?,Czy suplementy mogą wchodzić w interakcje z lekami?,Czy suplementy mogą zawierać składniki w ilościach przekraczających zapotrzebowanie?,W jakiej formie najchętniej zdobywał(a)byś rzetelną wiedzę o suplementach?  ,Które źródło uznał(a)byś za najbardziej wiarygodne?,Co mogłoby zachęcić Cię do zdobywania wiedzy o suplementach?
2026/03/16 7:11:16 pm EET,Kobieta,>25,Psychologia,IV,5 lub więcej razy w tygodniu,Tak,Kilka razy w tygodniu,>3 lat,Witamina D;Magnez;Witamina C;Probiotyki,"Często – uważam, że standardowe dawki są zbyt niskie.","Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Nie, stosuję suplementy bez wykonywania wcześniejszych badań.","Nie, nie konsultuję",Zapobieganie niedoborom;Wzmocnienie odporności;Zwiększenie energii;Poprawa koncentracji,Znajomi/rodzina,4,4,4,Środek spożywczy uzupełniający dietę,Tylko niektóre,Niedokrwistości,Producent,Tak,Tak,Artykuły popularnonaukowe,Naukowe portale internetowe,Samoświadomość dot zdrowia 
2026/03/16 9:08:30 pm EET,Kobieta,< 20,Psychologia,IV,5 lub więcej razy w tygodniu,Tak,Codziennie,>3 lat,Witamina D;Magnez;Kwasy omega-3,Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Suplementy dobieram na podstawie własnych obserwacji (np. gorsze samopoczucie, wypadanie włosów).","Nie, nie konsultuję",Zapobieganie niedoborom;Wzmocnienie odporności;Zwiększenie energii;Poprawa koncentracji,"Internet (artykuły, blogi)",5,5,5,Środek spożywczy uzupełniający dietę,Tak,Uszkodzenia nerek,Producent,Tak,Tak,Artykuły popularnonaukowe,Naukowe portale internetowe,Artykuł naukowy 
2026/03/16 9:15:27 pm EET,Kobieta,>25,Psychologia,IV,1–2 razy w tygodniu,Tak,Codziennie,>3 lat,Witamina D;Magnez;Kwasy omega-3;Probiotyki;Kreatyna;Białko;Adaptogeny (np. ashwagandha),Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.",Zrobiłem/am badania tylko w przypadku niektórych preparatów.,"Tak, z farmaceutą",Poprawa zdrowia;Zapobieganie niedoborom;Wzmocnienie odporności;Zwiększenie energii;Poprawa koncentracji,Lekarz;Farmaceuta,4,4,3,Środek spożywczy uzupełniający dietę,Tak,Uszkodzenia nerek,Producent,Tak,Nie,Konsultacje z farmaceutą,Farmaceuta,Podkasty lekarzy 
2026/03/17 08:26:31 AM EET,Kobieta,23–25,Psychologia,III,1–2 razy w tygodniu,Tak,Codziennie,1–3 lata,Witamina D;Magnez;Kwasy omega-3;Białko;Adaptogeny (np. ashwagandha),Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Nie, stosuję suplementy bez wykonywania wcześniejszych badań.","Tak, z farmaceutą","Poprawa zdrowia;Zapobieganie niedoborom;Wzmocnienie odporności;Poprawa wyglądu (skóra, włosy, paznokcie);Zwiększenie energii;Poprawa koncentracji;Poprawa samopoczucia","Internet (artykuły, blogi);Media społecznościowe;Farmaceuta;Znajomi/rodzina",4,2,2,Środek spożywczy uzupełniający dietę,Tylko niektóre,Uszkodzenia nerek,Ministerstwo Zdrowia,Tak,Nie,Krótkie filmy edukacyjne;Infografiki;Konsultacje z farmaceutą;Posty na Instagramie/TikToku,Lekarz,Nie wiem 
2026/03/17 5:04:18 pm EET,Mężczyzna,>25,Psychologia,IV,5 lub więcej razy w tygodniu,Tak,Codziennie,>3 lat,Witamina D;Magnez;Kwasy omega-3;Kreatyna;Białko,"Często – uważam, że standardowe dawki są zbyt niskie.","Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Suplementy dobieram na podstawie własnych obserwacji (np. gorsze samopoczucie, wypadanie włosów).","Tak, z dietetykiem","Poprawa zdrowia;Zapobieganie niedoborom;Wzmocnienie odporności;Poprawa wyglądu (skóra, włosy, paznokcie);Zwiększenie energii;Poprawa koncentracji;Poprawa samopoczucia","Internet (artykuły, blogi);Lekarz;Dietetyk;Znajomi/rodzina",4,4,5,Środek spożywczy uzupełniający dietę,Nie,Uszkodzenia nerek,Producent,Tak,Tak,Krótkie filmy edukacyjne;Podcasty;Warsztaty na uczelni;Konsultacje z farmaceutą;Artykuły popularnonaukowe,Naukowe portale internetowe,Badania naukowe 
2026/03/17 7:23:46 am EET,Kobieta,>25,Psychologia,IV,Rzadziej niż raz w tygodniu,Tak,Codziennie,3–12 miesięcy,Witamina C;Białko;Adaptogeny (np. ashwagandha),"Często – uważam, że standardowe dawki są zbyt niskie.","Nie, nie sprawdzam tego.","Suplementy dobieram na podstawie własnych obserwacji (np. gorsze samopoczucie, wypadanie włosów).","Nie, nie konsultuję","Poprawa zdrowia;Zapobieganie niedoborom;Poprawa wyglądu (skóra, włosy, paznokcie);Poprawa koncentracji","Internet (artykuły, blogi);Znajomi/rodzina",3,3,3,Środek spożywczy uzupełniający dietę,Tylko niektóre,Nie wiem,Nie wiem,Tak,Tak,Krótkie filmy edukacyjne;Podcasty;Artykuły popularnonaukowe,Instytucje zdrowia publicznego,Edukacja państwa - reklamy prawdziwe a nie zakłamane 
2026/03/17 7:39:30 am EET,Kobieta,23–25,Psychologia,IV,1–2 razy w tygodniu,Nie,Sporadycznie,>3 lat,Witamina D,"Sporadycznie (np. gdy czuję, że „bierze mnie przeziębienie”).",Stosuję tylko jeden preparat.,"Tak, każdą suplementację konsultuję z wynikami badań","Tak, z lekarzem",Poprawa zdrowia;Zwiększenie energii,"Internet (artykuły, blogi);Lekarz",2,2,2,Środek spożywczy uzupełniający dietę,Nie,Uszkodzenia nerek,Producent,Tak,Tak,Infografiki,Lekarz,Darmowe badania krwi bez skierowania
2026/03/18 03:00:03 PM EET,Kobieta,>25,Psychologia,III,Rzadziej niż raz w tygodniu,Tak,Kilka razy w tygodniu,3–12 miesięcy,Witamina D;Magnez,"Sporadycznie (np. gdy czuję, że „bierze mnie przeziębienie”).",Czasami zwracam na to uwagę,"Tak, każdą suplementację konsultuję z wynikami badań","Tak, z lekarzem",Poprawa zdrowia;Zapobieganie niedoborom,Lekarz;Dietetyk;Farmaceuta,4,3,3,Środek spożywczy uzupełniający dietę,Nie,Niedokrwistości,Producent,Tak,Tak,Krótkie filmy edukacyjne;Konsultacje z farmaceutą,Lekarz,Potrzeby własne 
2026/03/20 06:29:35 PM EET,Kobieta,>25,Psychologia,IV,Rzadziej niż raz w tygodniu,Tak,Kilka razy w tygodniu,1–3 lata,Witamina D;Magnez;Witamina C;Kwasy omega-3;Probiotyki,"Sporadycznie (np. gdy czuję, że „bierze mnie przeziębienie”).","Tak, zawsze analizuję składy pod kątem powtarzających się substancji.",Zrobiłem/am badania tylko w przypadku niektórych preparatów.,"Nie, nie konsultuję",Poprawa zdrowia;Wzmocnienie odporności,"Internet (artykuły, blogi);Lekarz;Dietetyk",4,4,4,Środek spożywczy uzupełniający dietę,Nie,Uszkodzenia nerek,Producent,Tak,Tak,Krótkie filmy edukacyjne;Infografiki;Posty na Instagramie/TikToku;Artykuły popularnonaukowe,Naukowe portale internetowe,"Umieszczenie wiedzy na jednym portalu, stronie www"
2026/03/22 11:25:49 am EET,Kobieta,>25,Psychologia,III,3–4 razy w tygodniu,Tak,Codziennie,3–12 miesięcy,Witamina D;Magnez;Witamina C;Kwasy omega-3;Probiotyki;Kreatyna;Białko,"Sporadycznie (np. gdy czuję, że „bierze mnie przeziębienie”).","Tak, zawsze analizuję składy pod kątem powtarzających się substancji.",Zrobiłem/am badania tylko w przypadku niektórych preparatów.,"Nie, nie konsultuję","Poprawa wyglądu (skóra, włosy, paznokcie);Zwiększenie energii;Poprawa koncentracji;Poprawa samopoczucia","Internet (artykuły, blogi);Farmaceuta",4,4,3,Środek spożywczy uzupełniający dietę,Tylko niektóre,Uszkodzenia nerek,Producent,Tak,Nie wiem,Krótkie filmy edukacyjne;Infografiki,Instytucje zdrowia publicznego,Nie wiem 
2026/04/01 10:14:58 pm EET,Kobieta,23–25,Psychologia,III,1–2 razy w tygodniu,Tak,Codziennie,>3 lat,Witamina D;Magnez;Kwasy omega-3,Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Nie, stosuję suplementy bez wykonywania wcześniejszych badań.",Dostałam zalecenie od lekarza specjalisty,"Wzmocnienie odporności;Poprawa wyglądu (skóra, włosy, paznokcie)","Internet (artykuły, blogi);Media społecznościowe;Lekarz;Farmaceuta",4,4,4,Środek spożywczy uzupełniający dietę,Nie wiem,Niedokrwistości,Nie wiem,Tak,Tak,Krótkie filmy edukacyjne;Konsultacje z farmaceutą;Posty na Instagramie/TikToku,Lekarz,Złe samopoczucie 
2026/04/01 9:22:59 pm EET,Kobieta,23–25,Psychologia,III,3–4 razy w tygodniu,Tak,Codziennie,1–3 lata,Witamina D;Magnez;Kwasy omega-3;Białko;Adaptogeny (np. ashwagandha),Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Nie, stosuję suplementy bez wykonywania wcześniejszych badań.","Nie, nie konsultuję","Poprawa zdrowia;Zapobieganie niedoborom;Wzmocnienie odporności;Poprawa wyglądu (skóra, włosy, paznokcie);Zwiększenie energii;Poprawa koncentracji;Poprawa samopoczucia","Internet (artykuły, blogi);Media społecznościowe",4,4,4,Środek spożywczy uzupełniający dietę,Tak,Nie wiem,Producent,Tak,Tak,Krótkie filmy edukacyjne;Infografiki;Posty na Instagramie/TikToku,Lekarz,- 
2026/04/02 5:50:44 pm EET,Kobieta,>25,Psychologia,IV,Rzadziej niż raz w tygodniu,Tak,Codziennie,1–3 lata,"Witamina D;Magnez;Witamina C;Kwasy omega-3;Probiotyki;Jod, cynk, Wit B complex, likopen, bromelia, olej z czarnuszki",Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Suplementy dobieram na podstawie własnych obserwacji (np. gorsze samopoczucie, wypadanie włosów).","Nie, nie konsultuję","Poprawa zdrowia;Zapobieganie niedoborom;Wzmocnienie odporności;Poprawa wyglądu (skóra, włosy, paznokcie);Zwiększenie energii;Poprawa koncentracji;Poprawa samopoczucia","Internet (artykuły, blogi);Lekarz;Dietetyk",3,3,3,Środek spożywczy uzupełniający dietę,Nie,Uszkodzenia nerek,Producent,Tak,Tak,Krótkie filmy edukacyjne;Infografiki;Artykuły popularnonaukowe,Naukowe portale internetowe,Łatwa dostępność do wiedzy i badań 
2026/04/08 10:31:58 AM EET,Kobieta,>25,Psychologia,II,3–4 razy w tygodniu,Tak,Kilka razy w tygodniu,1–3 lata,Witamina D;Magnez;Multiwitaminy;Kwasy omega-3;Probiotyki;Kreatyna;Białko,Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Tak, każdą suplementację konsultuję z wynikami badań","Tak, z lekarzem","Poprawa zdrowia;Zapobieganie niedoborom;Wzmocnienie odporności;Poprawa wyglądu (skóra, włosy, paznokcie);Zwiększenie energii;Poprawa koncentracji;Poprawa samopoczucia","Internet (artykuły, blogi)",4,3,3,Środek spożywczy uzupełniający dietę,Nie wiem,Nie wiem,Nie wiem,Tak,Tak,Konsultacje z farmaceutą,Dietetyk,Nie wiem 
2026/04/13 1:01:11 pm EET,Kobieta,>25,Psychologia,IV,3–4 razy w tygodniu,Tak,Codziennie,>3 lat,Witamina D;Magnez;Kwasy omega-3;Adaptogeny (np. ashwagandha),"Często – uważam, że standardowe dawki są zbyt niskie.","Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Tak, każdą suplementację konsultuję z wynikami badań","Nie, nie konsultuję",Zapobieganie niedoborom;Wzmocnienie odporności;Poprawa koncentracji;Poprawa samopoczucia,"Internet (artykuły, blogi)",3,3,4,Środek spożywczy uzupełniający dietę,Tak,Uszkodzenia nerek,Producent,Tak,Tak,Podcasty;Artykuły popularnonaukowe,Naukowe portale internetowe,Rzetelność 
2026/04/13 11:11:07 am EET,Kobieta,>25,Psychologia,IV,Rzadziej niż raz w tygodniu,Tak,Sporadycznie,< 3 miesięcy,Witamina D;Kwasy omega-3,"Często – uważam, że standardowe dawki są zbyt niskie.","Nie, nie sprawdzam tego.","Tak, każdą suplementację konsultuję z wynikami badań","Nie, nie konsultuję",Zapobieganie niedoborom,"Internet (artykuły, blogi)",1,1,1,Produkt leczniczy,Nie wiem,Nie wiem,Producent,Tak,Nie,Artykuły popularnonaukowe,Lekarz,Zdrowie
2026/04/13 11:15:40 am EET,Kobieta,>25,Psychologia,V,3–4 razy w tygodniu,Tak,Codziennie,>3 lat,Witamina D;Witamina C;Kwasy omega-3;Probiotyki,"Często – uważam, że standardowe dawki są zbyt niskie.","Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Tak, każdą suplementację konsultuję z wynikami badań","Tak, specjalista medycyny funkcjonalnej ",Poprawa zdrowia;Zapobieganie niedoborom;Wzmocnienie odporności,"Internet (artykuły, blogi)",5,5,5,Środek spożywczy uzupełniający dietę,Nie,Uszkodzenia nerek,Producent,Tak,Tak,Krótkie filmy edukacyjne;Podcasty;Artykuły popularnonaukowe,Lekarze medycyny funkcjonalnej,badam To sama od 13 lat
2026/04/13 11:27:53 am EET,Kobieta,23–25,Psychologia,IV,1–2 razy w tygodniu,Tak,Codziennie,>3 lat,Witamina D;Żelazo i Merz Spezial ,"Sporadycznie (np. gdy czuję, że „bierze mnie przeziębienie”).","Tak, zawsze analizuję składy pod kątem powtarzających się substancji.",Zrobiłem/am badania tylko w przypadku niektórych preparatów.,"Tak, z lekarzem","Poprawa zdrowia;Zapobieganie niedoborom;Wzmocnienie odporności;Poprawa wyglądu (skóra, włosy, paznokcie);Poprawa samopoczucia","Internet (artykuły, blogi);Media społecznościowe",4,5,5,Środek spożywczy uzupełniający dietę,Nie,Uszkodzenia nerek,Producent,Tak,Tak,Krótkie filmy edukacyjne;Podcasty;Artykuły popularnonaukowe,Instytucje zdrowia publicznego,"Już większej zachęty nie potrzebuję, mam niedoczynność tarczycy, insulinooporność, IBS oraz hiperlipidemię, wsparcie suplementami jest ważne w moim przypadku :) "
2026/04/16 11:59:46 am EET,Mężczyzna,>25,Psychologia,IV,5 lub więcej razy w tygodniu,Tak,Codziennie,>3 lat,Witamina D;Kwasy omega-3,Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.",Zrobiłem/am badania tylko w przypadku niektórych preparatów.,"Tak, z dietetykiem","Poprawa zdrowia;Zapobieganie niedoborom;Poprawa wyglądu (skóra, włosy, paznokcie)","Internet (artykuły, blogi);Lekarz;Dietetyk;Farmaceuta",4,4,4,Produkt leczniczy,Tak,Uszkodzenia nerek,Producent,Tak,Tak,Krótkie filmy edukacyjne;Warsztaty na uczelni;Konsultacje z farmaceutą,Lekarz,Reklamy ministerstwa zdrowia  informujące w tv o suplementacji 
2026/04/29 12:08:36 PM EET,Kobieta,23–25,Psychologia,IV,Rzadziej niż raz w tygodniu,Tak,Codziennie,3–12 miesięcy,Witamina D,Nigdy – stosuję się ściśle do zaleceń.,Stosuję tylko jeden preparat.,"Tak, każdą suplementację konsultuję z wynikami badań","Tak, z lekarzem",Poprawa zdrowia;Zapobieganie niedoborom,Lekarz,2,3,1,Środek spożywczy uzupełniający dietę,Tak,Nie wiem,Nie wiem,Nie wiem,Nie wiem,Od lekarza,Lekarz,Potrzeba
2026/05/04 08:53:31 PM EET,Kobieta,>25,Psychologia,IV,3–4 razy w tygodniu,Tak,Sporadycznie,>3 lat,Witamina D;Probiotyki,Nigdy – stosuję się ściśle do zaleceń.,Czasami zwracam na to uwagę,"Suplementy dobieram na podstawie własnych obserwacji (np. gorsze samopoczucie, wypadanie włosów).","Nie, nie konsultuję",Zapobieganie niedoborom;Wzmocnienie odporności,Lekarz;Znajomi/rodzina,5,4,4,Środek spożywczy uzupełniający dietę,Tak,Niedokrwistości,Producent,Tak,Nie,Krótkie filmy edukacyjne;Podcasty;Warsztaty na uczelni;Posty na Instagramie/TikToku,Naukowe portale internetowe,"Edukacja i szerzenie wiedzy poprzez projekty, warsztaty i zajęcia z zakresu biologii i nauk o człowieku "
2026/05/10 11:55:53 AM EET,Kobieta,>25,Psychologia,IV,3–4 razy w tygodniu,Nie,Sporadycznie,>3 lat,Witamina D;Magnez,Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Nie, stosuję suplementy bez wykonywania wcześniejszych badań.","Nie, nie konsultuję",Zapobieganie niedoborom,"Internet (artykuły, blogi)",4,5,4,Środek spożywczy uzupełniający dietę,Nie wiem,Nie wiem,Producent,Nie wiem,Nie,Artykuły popularnonaukowe,Naukowe portale internetowe,Interesujący wykład 
2026/05/12 1:14:29 pm EEST,Kobieta,23–25,Psychologia,IV,1–2 razy w tygodniu,Tak,Sporadycznie,3–12 miesięcy,Witamina D;Magnez;Witamina C;Multiwitaminy;Kwasy omega-3,Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.",Zrobiłem/am badania tylko w przypadku niektórych preparatów.,"Nie, nie konsultuję",Poprawa zdrowia;Zapobieganie niedoborom;Wzmocnienie odporności;Poprawa koncentracji;Poprawa samopoczucia,"Internet (artykuły, blogi);Media społecznościowe;Lekarz;Farmaceuta;Znajomi/rodzina",3,3,3,Środek spożywczy uzupełniający dietę,Nie wiem,Uszkodzenia nerek,Producent,Tak,Tak,Warsztaty na uczelni;Konsultacje z farmaceutą;Posty na Instagramie/TikToku,Naukowe portale internetowe,Nie wiem 
2026/05/12 5:19:49 pm EEST,Kobieta,>25,Psychologia,IV,1–2 razy w tygodniu,Tak,Codziennie,>3 lat,Witamina D;Magnez;Witamina C;Kwasy omega-3,Nigdy – stosuję się ściśle do zaleceń.,Stosuję tylko jeden preparat.,"Nie, stosuję suplementy bez wykonywania wcześniejszych badań.","Nie, nie konsultuję",Zapobieganie niedoborom;Wzmocnienie odporności;Poprawa samopoczucia,"Internet (artykuły, blogi);Farmaceuta",3,3,3,Środek spożywczy uzupełniający dietę,Nie,Brak skutków ubocznych,Producent,Tak,Tak,Artykuły popularnonaukowe,Naukowe portale internetowe,Nie wiem 
2026/03/30 09:49:30 PM EET,Kobieta,>25,Psychologia,IV,Rzadziej niż raz w tygodniu,Nie,Sporadycznie,< 3 miesięcy,Witamina D;Witamina C;Kwasy omega-3,Nigdy – stosuję się ściśle do zaleceń.,"Nie, nie sprawdzam tego.",Zrobiłem/am badania tylko w przypadku niektórych preparatów.,"Nie, nie konsultuję",Wzmocnienie odporności;Poprawa koncentracji,Lekarz,1,1,1,Nie wiem,Nie wiem,Nie wiem,Nie wiem,Tak,Tylko minerały,Infografiki;Posty na Instagramie/TikToku,Lekarz,Raczej nic
2026/03/17 11:14:11 pm EET,Kobieta,23–25,Psychologia kliniczna ,IV,1–2 razy w tygodniu,Tak,Codziennie,>3 lat,"Witamina D;Żelazo, ale jest to zarejestrowane jako lek, nie suplement (Ascofer), oraz ,,Merz Spezial”",Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.",Zrobiłem/am badania tylko w przypadku niektórych preparatów.,"Tak, z lekarzem","Poprawa zdrowia;Zapobieganie niedoborom;Poprawa wyglądu (skóra, włosy, paznokcie)","Internet (artykuły, blogi);Lekarz",3,4,5,Środek spożywczy uzupełniający dietę,Nie,Uszkodzenia nerek,Producent,Tak,Tak,Infografiki;Podcasty;Posty na Instagramie/TikToku;Artykuły popularnonaukowe,Instytucje zdrowia publicznego,"W moim przypadku są to moje choroby, niedoczynność tarczycy, insulinooporność, hiperlipidemia. "
2026/04/02 1:10:50 am EET,Kobieta,>25,Psychologia kliniczna i psychoterapia,I,1–2 razy w tygodniu,Tak,Codziennie,3–12 miesięcy,Witamina D;Witamina C;Kwasy omega-3;Adaptogeny (np. ashwagandha),Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Tak, każdą suplementację konsultuję z wynikami badań","Tak, z lekarzem","Poprawa zdrowia;Zapobieganie niedoborom;Wzmocnienie odporności;Poprawa wyglądu (skóra, włosy, paznokcie);Zwiększenie energii;Poprawa koncentracji;Poprawa samopoczucia","Internet (artykuły, blogi);Media społecznościowe;Lekarz;Dietetyk",2,4,2,Środek spożywczy uzupełniający dietę,Nie wiem,Nie wiem,Nie wiem,Nie wiem,Nie wiem,Krótkie filmy edukacyjne;Infografiki;Podcasty;Warsztaty na uczelni,Lekarz,"Warsztaty oparte na rzetelnej wiedzy, badaniach przeprowadzone przez kompetentna osobe , ktora potrafi przekazac wiedze w przystepny sposob, oraz mozliwosc konsultacji, doboru suplementow i regularne monitorowanie wynikow."
2026/05/14 06:12:28 PM EET,Kobieta,23–25,Psychologia kliniczna i psychoterapia,IV,1–2 razy w tygodniu,Tak,Codziennie,< 3 miesięcy,Witamina D;Magnez;Witamina C;Multiwitaminy;Kwasy omega-3;Probiotyki,"Często – uważam, że standardowe dawki są zbyt niskie.",Czasami zwracam na to uwagę,"Nie, stosuję suplementy bez wykonywania wcześniejszych badań.","Tak, z lekarzem","Poprawa zdrowia;Zapobieganie niedoborom;Wzmocnienie odporności;Poprawa wyglądu (skóra, włosy, paznokcie);Zwiększenie energii;Poprawa koncentracji;Poprawa samopoczucia","Internet (artykuły, blogi);Lekarz;Znajomi/rodzina",3,2,1,Środek spożywczy uzupełniający dietę,Tak,Nie wiem,Producent,Nie wiem,Tak,Krótkie filmy edukacyjne;Posty na Instagramie/TikToku,Lekarz,Filmiki w internecie
2026/05/12 3:55:51 pm EEST,Kobieta,>25,"Psychologia, Prawo",IV,Rzadziej niż raz w tygodniu,Tak,Codziennie,3–12 miesięcy,"Witamina D;Maślan sodu, kompleks witamin z grupy B",Nigdy – stosuję się ściśle do zaleceń.,"Tak, zawsze analizuję składy pod kątem powtarzających się substancji.","Tak, każdą suplementację konsultuję z wynikami badań","Tak, z lekarzem","Poprawa zdrowia;Zapobieganie niedoborom;Poprawa wyglądu (skóra, włosy, paznokcie);Zwiększenie energii","Internet (artykuły, blogi);Lekarz;Farmaceuta;Literatura",3,3,4,Środek spożywczy uzupełniający dietę,Nie,Uszkodzenia nerek,Producent,Tak,Tak,Infografiki;Konsultacje z farmaceutą;Artykuły popularnonaukowe,Lekarz,"Nie wiem, nic. "
